                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                 1.4423,                 1.0338,                 1.3263,                0.64357,                0.32386,                0.34914,                0.21959,                 1.4606,                 1.1552,                 1.3792,             0.00024676,             0.00024676,             0.00024676
                    113,                 1.4553,                 1.0417,                 1.3126,                0.63485,                0.33102,                0.35115,                 0.2238,                 1.4456,                 1.1352,                 1.3788,             0.00024425,             0.00024425,             0.00024425
                    114,                 1.4349,                 1.0264,                 1.3209,                0.61445,                0.32358,                0.35203,                0.22484,                 1.4452,                 1.1383,                 1.3798,             0.00024173,             0.00024173,             0.00024173
                    115,                 1.4354,                 1.0267,                 1.3236,                0.66417,                0.32899,                0.35467,                0.22747,                 1.4196,                 1.1209,                 1.3765,             0.00023922,             0.00023922,             0.00023922
                    116,                 1.4347,                 1.0291,                 1.3242,                0.56518,                0.32999,                0.34699,                0.22075,                  1.436,                 1.1403,                 1.3909,              0.0002367,              0.0002367,              0.0002367
                    117,                 1.4501,                 1.0272,                 1.3339,                0.66182,                0.32351,                0.34639,                0.22105,                 1.4498,                 1.1812,                 1.3817,             0.00023418,             0.00023418,             0.00023418
                    118,                 1.4386,                 1.0308,                 1.3258,                0.60268,                0.33268,                0.35376,                0.22648,                 1.4236,                 1.1275,                 1.3823,             0.00023167,             0.00023167,             0.00023167
                    119,                 1.4366,                 1.0191,                 1.3152,                0.66226,                0.32791,                0.35162,                0.22375,                 1.4251,                 1.1358,                 1.4101,             0.00022915,             0.00022915,             0.00022915
                    120,                 1.4269,                 1.0234,                 1.3225,                 0.6109,                0.32738,                0.35684,                0.22682,                 1.4319,                 1.1416,                  1.382,             0.00022664,             0.00022664,             0.00022664
                    121,                 1.4214,                 1.0335,                 1.3224,                0.61309,                0.32258,                0.35214,                0.22803,                 1.4133,                 1.1124,                 1.3789,             0.00022412,             0.00022412,             0.00022412
                    122,                 1.4215,                 1.0136,                 1.3443,                0.56708,                0.33055,                0.34909,                0.22435,                 1.4203,                 1.1331,                 1.3854,             0.00022161,             0.00022161,             0.00022161
                    123,                 1.4573,                  1.045,                 1.3081,                0.68408,                0.32178,                0.34985,                0.22249,                 1.4361,                 1.1493,                 1.3765,             0.00021909,             0.00021909,             0.00021909
                    124,                 1.4169,                 1.0143,                 1.3105,                0.60169,                0.32818,                0.35234,                0.22523,                 1.4383,                 1.1416,                 1.3585,             0.00021657,             0.00021657,             0.00021657
                    125,                 1.4169,                 1.0016,                 1.3017,                0.64326,                0.33476,                0.35481,                0.22584,                   1.42,                 1.1438,                 1.3589,             0.00021406,             0.00021406,             0.00021406
                    126,                 1.4325,                 1.0051,                 1.3011,                0.57625,                0.33576,                0.35634,                0.22599,                 1.4301,                 1.1473,                 1.3652,             0.00021154,             0.00021154,             0.00021154
                    127,                 1.4223,                 1.0072,                 1.3143,                 0.6138,                0.32697,                0.36027,                0.23104,                 1.4154,                 1.1201,                 1.3637,             0.00020903,             0.00020903,             0.00020903
                    128,                 1.4108,                0.99803,                 1.2957,                0.58024,                0.34036,                0.35656,                 0.2293,                 1.4127,                 1.1266,                 1.3597,             0.00020651,             0.00020651,             0.00020651
                    129,                 1.3979,                 0.9956,                 1.2958,                0.58727,                0.33525,                0.35542,                0.22578,                 1.4327,                 1.1174,                  1.365,               0.000204,               0.000204,               0.000204
                    130,                 1.4066,                0.99919,                 1.2975,                0.60714,                 0.3366,                0.36046,                 0.2321,                 1.4204,                 1.1091,                 1.3541,             0.00020148,             0.00020148,             0.00020148
                    131,                 1.4143,                0.99837,                 1.2976,                0.55308,                0.34021,                0.35733,                0.23041,                 1.4071,                 1.1077,                 1.3498,             0.00019897,             0.00019897,             0.00019897
                    132,                 1.3936,                 1.0126,                 1.3258,                0.64474,                0.32755,                0.35764,                0.23075,                 1.4094,                  1.124,                 1.3736,             0.00019645,             0.00019645,             0.00019645
                    133,                 1.3999,                0.98685,                 1.2867,                0.66188,                0.34688,                0.36067,                0.22943,                 1.4058,                 1.1162,                 1.3591,             0.00019393,             0.00019393,             0.00019393
                    134,                 1.4048,                 1.0098,                 1.3235,                0.62063,                0.33623,                0.36194,                0.23304,                 1.3962,                 1.1105,                 1.3621,             0.00019142,             0.00019142,             0.00019142
