                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 1.2558,                0.82943,                 1.2232,                0.76629,                0.48265,                0.53102,                0.32747,                 1.2853,                 0.9587,                 1.2924,             0.00060558,             0.00060558,             0.00060558
                    102,                 1.2704,                0.83581,                  1.224,                0.75157,                0.49692,                0.54112,                0.33913,                 1.2577,                0.96361,                 1.2908,             0.00060163,             0.00060163,             0.00060163
                    103,                 1.2546,                  0.831,                 1.2016,                0.77491,                0.49623,                0.53854,                0.33563,                  1.278,                0.99365,                 1.2828,             0.00059769,             0.00059769,             0.00059769
                    104,                 1.2829,                0.83348,                 1.2194,                0.74375,                0.49586,                0.53623,                0.32935,                 1.2882,                0.95441,                  1.296,             0.00059375,             0.00059375,             0.00059375
                    105,                  1.266,                0.82516,                  1.199,                0.74458,                0.49288,                0.53406,                0.33174,                 1.2724,                0.95086,                  1.297,              0.0005898,              0.0005898,              0.0005898
                    106,                 1.2658,                0.82012,                 1.2097,                0.73001,                0.49799,                 0.5429,                0.34344,                  1.248,                0.94627,                 1.2763,             0.00058586,             0.00058586,             0.00058586
                    107,                 1.2732,                0.82472,                 1.2082,                 0.7582,                0.50167,                0.54451,                0.34202,                 1.2586,                 0.9791,                 1.2813,             0.00058191,             0.00058191,             0.00058191
                    108,                 1.2533,                0.81461,                 1.2051,                0.78629,                0.49511,                0.53547,                0.33437,                 1.2693,                 0.9966,                 1.2867,             0.00057797,             0.00057797,             0.00057797
                    109,                 1.2578,                0.82909,                 1.2028,                0.79909,                0.49848,                0.53824,                0.33433,                  1.274,                 0.9504,                 1.2865,             0.00057402,             0.00057402,             0.00057402
                    110,                 1.2569,                0.81177,                 1.1763,                 0.7122,                0.49378,                0.53553,                0.33902,                 1.2557,                0.95411,                 1.2827,             0.00057008,             0.00057008,             0.00057008
                    111,                 1.2393,                0.81368,                 1.2026,                0.70664,                0.51409,                0.54881,                0.33902,                 1.2681,                0.91909,                 1.2822,             0.00056614,             0.00056614,             0.00056614
                    112,                 1.2599,                0.82114,                  1.188,                0.72474,                0.50055,                0.53879,                0.34079,                 1.2402,                0.93227,                 1.2959,             0.00056219,             0.00056219,             0.00056219
